Suburb,State,Postcode,Lat,Lng,Bounds_N,Bounds_E,Bounds_S,Bounds_W
Attwood,VIC,3049,-37.6707522,144.8896264,-37.6583385,144.9198398,-37.690404,144.859872
Atwell,WA,6164,-32.1346584,115.8640062,-32.0817235,115.9161525,-32.1807455,115.7882655
Aubin Grove,WA,6164,-32.1346584,115.8640062,-32.0817235,115.9161525,-32.1807455,115.7882655
Aubrey,VIC,3393,-36.2167744,142.4039296,-35.9812429,142.7336139,-36.432302,142.1283736
Auburn,NSW,2144,-33.8485157,151.0296696,-33.8343922,151.0446432,-33.8812756,151.0118565
Auburn,SA,5451,-34.039841,138.6589406,-33.9666778,138.7630008,-34.1039977,138.5980058
Auchenflower,QLD,4066,-27.4756536,152.9917027,-27.4580254,153.0039109,-27.494288,152.9153978
Auchmore,VIC,3570,-36.469814,144.3904526,-36.3851832,144.4804386,-36.6182718,144.0443009
Augathella,QLD,4477,-25.7999814,146.5833663,-24.7280119,147.9545799,-25.9763945,146.2825499
Augusta,WA,6290,-34.2819216,115.1177654,-34.2146473,115.2265969,-34.3770469,115.0256822
Augustine Heights,QLD,4300,-27.6453606,152.908824,-27.589749,152.9416565,-27.7081948,152.8672052
Auldana,SA,5072,-34.9101042,138.7040858,-34.8942382,138.730327,-34.9319082,138.6659503
Austinmer,NSW,2515,-34.295339,150.933643,-34.2522027,150.9748796,-34.3241356,150.8943451
Austins Ferry,TAS,7011,-42.7954134,147.2330077,-42.7651162,147.2832125,-42.8271214,147.1762026
Austinville,QLD,4213,-28.142191,153.3347271,-28.0179999,153.3980554,-28.2412678,153.2376204
Austral,NSW,2179,-33.9549525,150.8086082,-33.8967407,150.8419978,-34.0043432,150.7594076
Australia Plains,SA,5374,-34.1626435,139.284143,-33.9714358,139.5277441,-34.3352499,138.9589541
Australind,WA,6233,-33.1853877,115.7338502,-33.1068948,115.8002776,-33.313132,115.6702144
Avalon,VIC,3212,-38.0110859,144.4561033,-37.959047,144.5928818,-38.0963836,144.3409469
Avalon Beach,NSW,2107,-33.6357749,151.321021,-33.6059277,151.3439,-33.6521156,151.30462
Aveley,WA,6069,-31.7645555,116.005922,-31.7418075,116.0948565,-31.7956855,115.9546423
Avenel,VIC,3664,-36.9214551,145.3364703,-36.8608428,145.4346531,-36.9999201,145.1606482
Avenue Range,SA,5273,-36.9687089,140.1420882,-36.8237792,140.2888756,-37.0366223,140.0845279
Avoca,TAS,7213,-41.8509077,147.7878006,-41.6064737,148.1854429,-41.9671711,147.5585329
Avoca,VIC,3467,-37.0638618,143.4554195,-36.9984159,143.539354,-37.1408159,143.406446
Avoca Beach,NSW,2251,-33.4721323,151.38519,-33.437929,151.4471164,-33.5330331,151.3314675
Avoca Dell,SA,5253,-35.0218395,139.4872858,-34.9268607,139.6199188,-35.2904592,139.1560296
Avon,NSW,2574,-34.3767989,150.6517354,-34.2270358,150.7652202,-34.5534655,150.5392386
Avon Valley National Park,WA,6084,-31.5660082,116.0886704,-31.4095026,116.2383664,-31.7483554,115.8833204
Avondale Heights,VIC,3034,-37.7628247,144.8648709,-37.7497639,144.8821406,-37.776152,144.8476833
Avonmore,VIC,3559,-36.5430106,144.8291259,-36.398758,144.9321509,-36.7296051,144.4693749
Avonsleigh,VIC,3782,-37.9137981,145.4582381,-37.8516969,145.529022,-37.9829829,145.3821679
Aylmerton,NSW,2575,-34.358075,150.3500838,-34.21258,150.6065386,-34.5183303,150.0204334
Ayr,QLD,4807,-19.9200364,147.1464245,-19.3050271,147.6190775,-20.3967995,146.8814643
Ayrford,VIC,3268,-38.4984954,142.9385002,-38.4134016,143.249095,-38.628351,142.680807
Baan Baa,NSW,2390,-30.1669781,149.9334764,-29.8336815,150.3402244,-30.6625666,149.4624789
Baandee,WA,6412,-31.4183912,117.9483319,-31.3230114,118.0412961,-31.593713,117.7791492
Babakin,WA,6428,-32.1509632,118.0420282,-32.0636059,118.2082787,-32.2365542,117.8428951
Babinda,NSW,2825,-31.7929088,147.1013188,-31.0519102,147.6371667,-32.1715587,146.385318
Babinda,QLD,4861,-17.3407399,145.9275759,-17.1510431,146.1072436,-17.4645638,145.8485561
Bacchus Marsh,VIC,3340,-37.7356162,144.4123303,-37.546397,144.5562253,-37.8981559,144.2106852
Back Creek,NSW,2390,-30.1669781,149.9334764,-29.8336815,150.3402244,-30.6625666,149.4624789
Back Creek,NSW,2671,-33.8840393,147.3722545,-33.3851963,147.6372919,-34.174302,146.7299681
Back Forest,NSW,2535,-34.7533953,150.6981989,-34.6228069,150.7817662,-34.874257,150.5879773
Back Valley,SA,5211,-35.5042622,138.5187229,-35.3731249,138.6714778,-35.6434883,138.3768553
Backy Point,SA,5601,-32.9317056,137.5864964,-32.7242408,137.8114178,-33.3256252,137.1310634
Baddaginnie,VIC,3670,-36.6394628,145.8690603,-36.5098291,145.9639652,-36.7707189,145.8079099
Baden,TAS,7120,-42.3702085,147.592724,-42.0714597,147.8565314,-42.5856582,147.1827978
Badger Creek,VIC,3777,-37.5848772,145.5136433,-37.4372179,145.6358201,-37.7402199,145.3896039
Badger Head,TAS,7270,-41.1958161,146.7530873,-41.0633076,146.9291784,-41.286926,146.6584224
Badgerin Rock,WA,6475,-30.6237919,117.4556388,-30.2061368,117.6036405,-31.0021036,117.2108453
Badgerys Creek,NSW,2555,-33.8787051,150.7504879,-33.8505092,150.7760604,-33.9128162,150.7122301
Badgingarra,WA,6521,-30.3910511,115.3785719,-30.1062948,115.9108826,-30.6864689,115.0747508
Badjaling,WA,6383,-31.9754952,117.4556388,-31.7948978,117.7019988,-32.2341501,117.0876332
Baffle Creek,QLD,4674,-24.5002555,151.9345555,-24.2572054,152.0844612,-24.7997327,151.7068308
Baffle West,QLD,4454,-25.4338215,148.1892921,-24.8810912,149.2204716,-26.3569238,147.1601539
Bagot Well,SA,5373,-34.275645,138.9202828,-34.1875626,139.0803576,-34.4302928,138.7722999
Bagotville,NSW,2477,-28.9094612,153.4154233,-28.7548309,153.510679,-29.0010987,153.3624948
Bagshot North,VIC,3551,-36.8021738,144.4779988,-36.5442999,144.8218411,-36.971224,143.6787928
Bahrs Scrub,QLD,4207,-27.7319516,153.2061661,-27.6786249,153.361785,-27.8971763,153.0678061
Bailieston,VIC,3608,-36.7719697,145.1155133,-36.6419206,145.33617,-36.8849584,144.8907878
Bailup,WA,6082,-31.739438,116.3131356,-31.7065511,116.3472666,-31.8879529,116.1839955
Baird Bay,SA,5671,-33.0665995,134.5878439,-32.8985664,134.8206652,-33.2457725,134.2595518
Bajool,QLD,4699,-23.6268212,150.6285091,-23.4914068,150.9131976,-23.8519404,150.4484468
Bakara,SA,5354,-34.5686036,139.6503106,-34.4621602,139.9352642,-34.7414646,139.4380483
Bakara Well,SA,5354,-34.5686036,139.6503106,-34.4621602,139.9352642,-34.7414646,139.4380483
Bakers Beach,TAS,7307,-41.2301525,146.5081573,-41.0924962,146.7207835,-41.3808905,146.3576219
Bakers Bend,QLD,4470,-26.2260696,146.0249982,-25.2744114,146.819063,-27.1865666,145.2935982
Bakers Creek,NSW,2359,-30.1352024,151.0005643,-29.9027094,151.3268337,-30.429253,150.79309
Bakers Creek,NSW,2447,-30.740808,152.8735247,-30.5690956,153.0121128,-30.8764618,152.5142741
Bakers Hill,WA,6562,-31.8058901,116.4429944,-31.6718893,116.6019413,-31.9134601,116.3461131
Bakery Hill,VIC,3350,-37.5691087,143.8563224,-37.5208708,143.9322439,-37.642819,143.7381991
Bakewell,NT,0832,-12.5147979,130.9940148,-12.4809629,131.014339,-12.5469999,130.9752341
Baking Board,QLD,4413,-26.3724452,150.7679216,-25.5988303,151.2241709,-27.0673632,150.2717814
Balaclava,NSW,2575,-34.358075,150.3500838,-34.21258,150.6065386,-34.5183303,150.0204334
Balaclava,VIC,3183,-37.8670566,144.9997396,-37.8579062,145.0105213,-37.8780509,144.9896549
Balaklava,SA,5461,-34.0789018,138.4387577,-33.8535075,138.6223254,-34.2544041,138.2289602
Balala,NSW,2358,-30.5621734,151.373521,-30.3068007,151.7745254,-30.8755894,150.9975053
Balcatta,WA,6021,-31.8759953,115.8107681,-31.8561,115.8377335,-31.9016841,115.8004502
Balcolyn,NSW,2264,-33.1186851,151.4552213,-33.045059,151.5686654,-33.1706624,151.3789954
Bald Hills,NSW,2549,-36.9804396,149.817978,-36.8511127,149.9174961,-37.0650779,149.7097467
Bald Hills,QLD,4036,-27.3138088,153.0088712,-27.2786679,153.0495804,-27.3362509,152.9947409
Bald Hills,SA,5203,-35.5560092,138.3389644,-35.4029163,138.43257,-35.6427454,138.2548618
Bald Hills,VIC,3364,-37.3708363,143.9541563,-37.0333099,144.1293449,-37.5060261,143.727369
Bald Knob,QLD,4552,-26.7346009,152.7559043,-26.6215323,152.9362773,-26.8489019,152.5821164
Baldivis,WA,6171,-32.3222184,115.8285153,-32.271979,115.8897293,-32.3901145,115.7766889
Baldry,NSW,2867,-32.9342431,148.6915912,-32.7159749,148.8862508,-33.0647211,148.3275584
Balfours Peak,NSW,2403,-29.6456255,150.7214362,-29.386587,150.9676762,-29.8461237,150.5723733
Balga,WA,6061,-31.8682916,115.8462613,-31.8420151,115.8789978,-31.8894623,115.8232178
Balgowan,SA,5573,-34.407519,137.6455169,-34.1868243,137.8343622,-34.6286424,137.337278
Balgowlah,NSW,2093,-33.8055737,151.2627078,-33.7774393,151.2918183,-33.8272581,151.2422341
Balgowlah Heights,NSW,2093,-33.8055737,151.2627078,-33.7774393,151.2918183,-33.8272581,151.2422341
Balgownie,NSW,2519,-34.3902523,150.8783824,-34.3777836,150.9115264,-34.409552,150.8582083
Balhannah,SA,5242,-34.9764499,138.8095665,-34.9548138,138.8788532,-35.031659,138.7813394
Balickera,NSW,2324,-32.6400424,151.9111422,-32.5297336,152.2919565,-32.8034856,151.6524634
Balingup,WA,6253,-33.8014415,115.9704503,-33.6570299,116.1007926,-33.9639927,115.8751086
Balkuling,WA,6383,-31.9754952,117.4556388,-31.7948978,117.7019988,-32.2341501,117.0876332
Balladong,WA,6302,-32.022557,116.5137964,-31.6941243,117.1582315,-32.3575952,116.2800473
Ballajura,WA,6066,-31.836786,115.8935783,-31.8210259,115.9181746,-31.8555432,115.8769997
Ballan,VIC,3342,-37.6114047,144.215646,-37.4360522,144.370466,-37.8439679,144.1301249
Ballandean,QLD,4382,-28.8279553,151.8643252,-28.7384641,152.0392419,-28.9634049,151.7291338
Ballangeich,VIC,3279,-38.1923617,142.6279608,-38.135683,142.6983401,-38.3633432,142.5212994
Ballapur,VIC,3483,-35.9221523,142.8312661,-35.757484,143.181771,-36.0868104,142.6007721
Ballarat East,VIC,3350,-37.5691087,143.8563224,-37.5208708,143.9322439,-37.642819,143.7381991
Ballarat North,VIC,3350,-37.5691087,143.8563224,-37.5208708,143.9322439,-37.642819,143.7381991
Ballast Head,SA,5221,-35.7676396,137.7538931,-35.7301776,137.8044047,-35.8419445,137.705307
Ballaying,WA,6315,-33.3563263,117.2676116,-33.0318366,117.8407231,-33.5178763,116.9002803
Ballendella,VIC,3561,-36.3317046,144.6533747,-36.2250467,144.931908,-36.443,144.4318729
Ballengarra,NSW,2441,-31.2127192,152.8029443,-30.7446909,153.0271656,-31.3641976,152.4723968
Balliang,VIC,3340,-37.7356162,144.4123303,-37.546397,144.5562253,-37.8981559,144.2106852
Balliang East,VIC,3340,-37.7356162,144.4123303,-37.546397,144.5562253,-37.8981559,144.2106852
Ballidu,WA,6606,-30.5692861,116.749645,-30.480287,117.0870538,-30.6748257,116.5107437
Ballina,NSW,2478,-28.8529354,153.5570056,-28.7587232,153.6088344,-28.9565331,153.443222
Ballogie,QLD,4610,-26.5397645,151.84313,-26.276698,152.0118352,-26.8033464,151.0768325
Bally Bally,WA,6304,-32.1371569,116.9381434,-31.9618875,117.247184,-32.357591,116.4836045
Ballyrogan,VIC,3375,-37.390738,143.1749726,-37.2814371,143.300495,-37.4955632,142.952887
Balmain,NSW,2041,-33.8583166,151.1781916,-33.8459878,151.1965735,-33.8641718,151.1686666
Balmain East,NSW,2041,-33.8583166,151.1781916,-33.8459878,151.1965735,-33.8641718,151.1686666
Balmoral,NSW,2283,-33.050132,151.5953736,-32.9625826,151.6575219,-33.1745202,151.5089377
Balmoral,NSW,2571,-34.2011979,150.6401218,-34.1140188,150.7429184,-34.3363281,150.4835435
Balmoral,QLD,4171,-27.4517481,153.0589126,-27.4407404,153.0761369,-27.4729608,153.0485387
Balmoral,VIC,3407,-37.2543103,141.8100218,-37.1134339,142.007797,-37.457812,141.606461
Balmoral Ridge,QLD,4552,-26.7346009,152.7559043,-26.6215323,152.9362773,-26.8489019,152.5821164
Balnarring,VIC,3926,-38.3541527,145.1044805,-38.3087199,145.1553229,-38.4017367,145.0404159
Balnarring Beach,VIC,3926,-38.3541527,145.1044805,-38.3087199,145.1553229,-38.4017367,145.0404159
Balook,VIC,3971,-38.5613687,146.6065057,-38.3929499,146.8685003,-38.7913265,146.3915339
Balranald,NSW,2715,-33.7309634,143.2180495,-33.140481,143.9857842,-35.0395041,142.3255255
Balwyn,VIC,3103,-37.8090918,145.0769045,-37.8007926,145.1048803,-37.8186115,145.059727
Balwyn North,VIC,3104,-37.7941151,145.0879338,-37.7769339,145.1085536,-37.804705,145.0625202
Bamaga,QLD,4876,-10.8500975,142.369048,-10.6759931,142.6561563,-11.2239877,142.1001456
Bamawm,VIC,3561,-36.3317046,144.6533747,-36.2250467,144.931908,-36.443,144.4318729
Bamawm Extension,VIC,3564,-36.1149809,144.6314321,-35.9332286,144.9328556,-36.2487,144.2762737
Bamboo Creek,QLD,4860,-17.5226829,146.0278258,-17.1137943,146.0900622,-17.6788165,145.6134857
Bambra,VIC,3241,-38.260588,143.9541563,-38.1153179,144.1074709,-38.430045,143.7273889
Bamganie,VIC,3333,-37.8585983,144.0194472,-37.7957751,144.161023,-37.9813364,143.9124175
Banca,TAS,7265,-41.0393927,147.8064483,-40.9465859,147.9010958,-41.126366,147.7071372
Bancroft,QLD,4630,-24.8662907,151.1241149,-24.3920805,151.5763466,-25.2384149,150.5395858
Bandon Grove,NSW,2420,-32.3296556,151.7473377,-32.0495243,151.9186955,-32.5908691,151.465494
Bangadang,NSW,2729,-35.2879839,147.9617144,-35.0632017,148.1610198,-35.5617693,147.6858644
Bangalee,NSW,2541,-34.8772295,150.5936766,-34.8286739,150.6246577,-34.9269305,150.5245378
Bangalow,NSW,2479,-28.713311,153.5098019,-28.5963222,153.6006761,-28.7893214,153.4294841
Bangerang,VIC,3393,-36.2167744,142.4039296,-35.9812429,142.7336139,-36.432302,142.1283736
Bangham,SA,5268,-36.4269352,140.8040271,-36.0340496,140.9688032,-36.6692705,140.5392659
Bangheet,NSW,2404,-30.014234,150.6749653,-29.6581156,150.8723843,-30.1526413,150.287283
Bangholme,VIC,3175,-38.0191689,145.2148736,-37.9377931,145.2519932,-38.0721448,145.1335121
Bangor,NSW,2234,-34.0161592,151.006385,-33.9757808,151.069015,-34.0603729,150.9587949
Bangor,SA,5481,-33.01787,138.1995591,-32.8933444,138.3440835,-33.1131355,138.0832664
Bangor,TAS,7267,-41.2709385,147.1333157,-41.1945168,147.2012879,-41.3499609,147.0759538
Banjup,WA,6164,-32.1346584,115.8640062,-32.0817235,115.9161525,-32.1807455,115.7882655
Banks,ACT,2906,-35.463155,149.0984358,-35.4376754,149.1224682,-35.4803328,149.0720963
Banksia,NSW,2216,-33.9531396,151.1490585,-33.9425503,151.1672028,-33.9668865,151.1281697
Banksia Beach,QLD,4507,-26.9861003,153.1325243,-26.8069222,153.2073851,-27.1003496,153.0714519
Banksia Grove,WA,6031,-31.6884631,115.7693535,-31.6595956,115.8196405,-31.7223404,115.7313815
Banksia Park,SA,5091,-34.8215901,138.7342029,-34.8043144,138.7538823,-34.8431764,138.7175378
Banksiadale,WA,6213,-32.6655306,116.0886704,-32.5559902,116.2596832,-32.8028975,115.9678709
Banksmeadow,NSW,2019,-33.9821687,151.1927601,-33.9372172,151.2484968,-34.0161649,151.1350774
Bankstown,NSW,2200,-33.9200458,151.0296696,-33.9038532,151.0559948,-33.9360342,150.9965639
Bankstown Aerodrome,NSW,2198,-33.9062913,150.9860137,-33.8990302,151.0052393,-33.9165432,150.9732313
Bankstown Aerodrome,NSW,2200,-33.9200458,151.0296696,-33.9038532,151.0559948,-33.9360342,150.9965639
Bankstown North,NSW,2200,-33.9200458,151.0296696,-33.9038532,151.0559948,-33.9360342,150.9965639
Bannerton,VIC,3549,-34.7552395,142.7455935,-34.5463685,142.9979908,-34.9255899,142.5184307
Bannister,WA,6390,-32.9066317,116.3249438,-32.2357996,116.6594424,-33.0304597,116.1785142
Bannockburn,QLD,4207,-27.7319516,153.2061661,-27.6786249,153.361785,-27.8971763,153.0678061
Bannockburn,VIC,3331,-37.9939081,144.1938221,-37.8207301,144.2631105,-38.113017,144.092621
Banora Point,NSW,2486,-28.2187657,153.4744054,-28.1570206,153.5630014,-28.2723696,153.389656
Banyan,VIC,3485,-35.6652195,142.7455935,-35.56256,142.9142499,-35.8124397,142.5286209
Banyena,VIC,3388,-36.6090828,142.6600232,-36.5222767,142.8738141,-36.7614436,142.5565718
Banyo,QLD,4014,-27.3743379,153.0912986,-27.3292784,153.1108482,-27.3947411,153.052981
Banyule,VIC,3084,-37.7436031,145.0769045,-37.7269902,145.1089473,-37.770323,145.051212
Bar Beach,NSW,2300,-32.9272155,151.7795013,-32.9002769,151.8031033,-32.9444856,151.7596249
Bar Point,NSW,2083,-33.5542808,151.2219013,-33.4727683,151.2847816,-33.6279947,151.1495084
Barabba,SA,5460,-34.2859564,138.5387323,-34.165158,138.6461512,-34.43938,138.3793581
Baradine,NSW,2396,-30.9238593,149.1501056,-30.6056259,149.3634438,-31.2426725,148.7969199
Barambah,QLD,4601,-26.1833489,152.0666213,-25.7569522,152.4322721,-26.4808732,151.7525678
Barangaroo,NSW,2000,-33.8708464,151.20733,-33.8535504,151.222951,-33.8858133,151.1970329
Barberton,WA,6510,-30.7132852,116.0886704,-30.465839,116.3263252,-30.9710784,115.8874761
Barcaldine,QLD,4725,-23.7152324,145.3143491,-22.8942647,151.6641756,-27.1262864,144.7755255
Barcaldine Downs,QLD,4725,-23.7152324,145.3143491,-22.8942647,151.6641756,-27.1262864,144.7755255
Barden Ridge,NSW,2234,-34.0161592,151.006385,-33.9757808,151.069015,-34.0603729,150.9587949
Bardia,NSW,2565,-33.9909712,150.8493059,-33.9561706,150.8884427,-34.0249421,150.8045825
Bardon,QLD,4065,-27.461705,152.9764978,-27.4472802,152.9942343,-27.4717319,152.9583345
Bardwell Park,NSW,2207,-33.9541086,151.1228434,-33.9303238,151.1383314,-33.9646662,151.1020712
Bardwell Valley,NSW,2207,-33.9541086,151.1228434,-33.9303238,151.1383314,-33.9646662,151.1020712
Baree,QLD,4714,-23.6436045,150.3965401,-23.5919744,150.5334515,-23.8535805,150.2527724
Bareena,VIC,3220,-38.155681,144.3521811,-38.132269,144.374881,-38.1819569,144.3173034
Barellan,NSW,2665,-34.3566955,146.8311117,-33.959318,147.3876198,-34.5830874,146.1510276
Bargara,QLD,4670,-24.8822309,152.3593807,-24.5137613,152.5461914,-25.0805867,151.9465319
Bargo,NSW,2574,-34.3767989,150.6517354,-34.2270358,150.7652202,-34.5534655,150.5392386
Barham,NSW,2732,-35.4668501,144.1283863,-35.2536925,144.5261422,-35.8247141,143.8222245
Baringhup,VIC,3463,-36.9483008,143.9759139,-36.776202,144.227466,-37.0751249,143.8462136
Baringhup West,VIC,3463,-36.9483008,143.9759139,-36.776202,144.227466,-37.0751249,143.8462136
Barinia,SA,5453,-33.8487592,138.598804,-33.7185069,138.7356321,-34.0517263,138.4499971
Barker Creek Flat,QLD,4615,-26.6635867,152.0048138,-26.3576613,152.2740144,-26.9479195,151.5916935
Barkly,VIC,3384,-36.9882754,143.0888943,-36.8419554,143.2664741,-37.1354569,142.7951845
Barkstead,VIC,3364,-37.3708363,143.9541563,-37.0333099,144.1293449,-37.5060261,143.727369
Barlil,QLD,4605,-26.1309297,151.8409214,-25.9466879,152.080494,-26.3538979,151.7187501
Barmah,VIC,3639,-35.9921604,145.005249,-35.8204446,145.169953,-36.129909,144.8300007
Barmedman,NSW,2668,-34.0966466,147.4174803,-33.989778,147.6360789,-34.2544273,147.2197977
Barmera,SA,5345,-34.2654444,140.4514913,-34.1796221,140.5242796,-34.3975968,140.3669053
Barmoya,QLD,4703,-23.1334578,150.7333257,-22.7410585,150.8848408,-23.2590007,150.4923595
Barnadown,VIC,3557,-36.6546373,144.5437205,-36.557283,144.6547284,-36.7255198,144.415886
Barnawartha,VIC,3688,-36.1542047,146.7299747,-36.0176804,146.8286069,-36.2717379,146.6120321
Barnawartha North,VIC,3691,-36.2373927,146.9661233,-35.9427546,147.7366133,-36.6719811,146.7024615
Barndioota,SA,5434,-31.701689,138.558749,-31.1946091,139.1364777,-32.1986287,138.0832198
Barnes Bay,TAS,7150,-43.3937074,147.2679116,-42.9560591,147.4332704,-43.5161667,146.999846
Barney View,QLD,4287,-28.2608723,152.8029443,-28.1438927,152.9891889,-28.3638318,152.6480569
Barneys Reef,NSW,2852,-32.3173317,149.4260421,-32.0842138,149.7797622,-32.4529799,149.1307977
Barnsley,NSW,2278,-32.9351373,151.548643,-32.8967447,151.5999909,-32.9932467,151.515208
Baromi,VIC,3871,-38.4049813,146.1812023,-38.2667129,146.3036658,-38.5859451,146.0163904
Baroota,SA,5495,-32.8889644,138.0208484,-32.6089974,138.1327095,-33.180146,137.9019085
Barossa Goldfields,SA,5351,-34.6448853,138.9202828,-34.5462451,139.0531538,-34.7758145,138.7865575
Barraba,NSW,2347,-30.3053875,150.4892292,-30.0274017,150.9699426,-30.6057116,150.14545
Barrabool,VIC,3221,-38.1636337,144.1501922,-38.110333,144.2936757,-38.2001739,144.08518
Barrabup,WA,6275,-34.0365179,115.7575196,-33.6592902,115.9798663,-34.4066469,115.3370682
Barrack Heights,NSW,2528,-34.5566631,150.8551207,-34.5158014,150.8835444,-34.5707606,150.8344868
Barrack Point,NSW,2528,-34.5566631,150.8551207,-34.5158014,150.8835444,-34.5707606,150.8344868
Barragga Bay,NSW,2546,-36.2586281,149.9797036,-36.1278567,150.1498139,-36.5716274,149.5235996
Barragup,WA,6209,-32.5517284,115.7930198,-32.5086655,115.8116662,-32.5759982,115.7538264
Barrakee,VIC,3525,-36.2125211,143.4338092,-36.060582,143.7123339,-36.4469751,143.092854
Barramornie,QLD,4416,-26.9267532,150.1341328,-26.7737612,150.3808742,-27.1473632,149.5882186
Barraport,VIC,3537,-36.0772722,143.6935405,-35.9323909,143.9183929,-36.196415,143.4756882
Barraport West,VIC,3537,-36.0772722,143.6935405,-35.9323909,143.9183929,-36.196415,143.4756882
Barratta,QLD,4809,-19.5702853,147.1399099,-19.4025068,147.3123921,-19.8611636,146.9239757
Barren Grounds,NSW,2577,-34.6253671,150.4428323,-34.3675458,150.7698833,-34.840692,150.0454625
